,anime_id,name,genre,type,episodes,rating,members
10051,29935,Qin Shiming Yue Zhi: Tian Xing Jiu Ge, Historical,ONA,3,7.07,194
10051,29935,Qin Shiming Yue Zhi: Tian Xing Jiu Ge, Martial Arts,ONA,3,7.07,194
8476,24663,Dororonpa!,Comedy,TV,115,7.5,104
8476,24663,Dororonpa!, Slice of Life,TV,115,7.5,104
8476,24663,Dororonpa!, Supernatural,TV,115,7.5,104
1089,21105,Love Stage!!,Comedy,TV,10,7.69,83397
1089,21105,Love Stage!!, Romance,TV,10,7.69,83397
1089,21105,Love Stage!!, Shounen Ai,TV,10,7.69,83397
7379,33103,Zekkyou Gakkyuu: Tensei,Horror,Special,2,5.49,844
7379,33103,Zekkyou Gakkyuu: Tensei, Shoujo,Special,2,5.49,844
7379,33103,Zekkyou Gakkyuu: Tensei, Supernatural,Special,2,5.49,844
1518,27899,Tokyo Ghoul √A,Action,TV,12,7.52,408357
1518,27899,Tokyo Ghoul √A, Drama,TV,12,7.52,408357
1518,27899,Tokyo Ghoul √A, Horror,TV,12,7.52,408357
1518,27899,Tokyo Ghoul √A, Mystery,TV,12,7.52,408357
1518,27899,Tokyo Ghoul √A, Psychological,TV,12,7.52,408357
1518,27899,Tokyo Ghoul √A, Seinen,TV,12,7.52,408357
1518,27899,Tokyo Ghoul √A, Supernatural,TV,12,7.52,408357
4590,289,Comic Party,Comedy,TV,13,6.68,12988
4590,289,Comic Party, Drama,TV,13,6.68,12988
1027,7647,Arakawa Under the Bridge,Comedy,TV,13,7.71,162622
1027,7647,Arakawa Under the Bridge, Romance,TV,13,7.71,162622
1027,7647,Arakawa Under the Bridge, Seinen,TV,13,7.71,162622
4630,2028,Zettai Muteki Raijin-Oh (1992),Mecha,OVA,4,6.68,224
4630,2028,Zettai Muteki Raijin-Oh (1992), Sci-Fi,OVA,4,6.68,224
4630,2028,Zettai Muteki Raijin-Oh (1992), Shounen,OVA,4,6.68,224
8162,21765,Ari to Hato (1959),Kids,Movie,1,4.74,91
11441,17541,Kotowari: Kimi no Kokoro no Koboreta Kakera,Hentai,OVA,2,6.61,2886
7887,2972,Kindan no Mokushiroku: Crystal Triangle,Adventure,OVA,1,4.75,878
7887,2972,Kindan no Mokushiroku: Crystal Triangle, Demons,OVA,1,4.75,878
7887,2972,Kindan no Mokushiroku: Crystal Triangle, Military,OVA,1,4.75,878
7887,2972,Kindan no Mokushiroku: Crystal Triangle, Mystery,OVA,1,4.75,878
2984,32607,Gi(a)rlish Number,Slice of Life,TV,12,7.11,35072
8103,27557,Ajisai no Uta,Comedy,OVA,3,5.57,111
8103,27557,Ajisai no Uta, Drama,OVA,3,5.57,111
8103,27557,Ajisai no Uta, Historical,OVA,3,5.57,111
5558,31845,Masou Gakuen HxH,Action,TV,12,6.42,68025
5558,31845,Masou Gakuen HxH, Comedy,TV,12,6.42,68025
5558,31845,Masou Gakuen HxH, Ecchi,TV,12,6.42,68025
5558,31845,Masou Gakuen HxH, Fantasy,TV,12,6.42,68025
5558,31845,Masou Gakuen HxH, Harem,TV,12,6.42,68025
5558,31845,Masou Gakuen HxH, Romance,TV,12,6.42,68025
5558,31845,Masou Gakuen HxH, School,TV,12,6.42,68025
5558,31845,Masou Gakuen HxH, Sci-Fi,TV,12,6.42,68025
1751,2336,Hikaru no Go: New Year Special,Comedy,Special,1,7.45,7418
1751,2336,Hikaru no Go: New Year Special, Game,Special,1,7.45,7418
1751,2336,Hikaru no Go: New Year Special, Shounen,Special,1,7.45,7418
1751,2336,Hikaru no Go: New Year Special, Supernatural,Special,1,7.45,7418
2515,6151,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,Action,OVA,1,7.24,18795
2515,6151,Final Fantasy VII: On the Way to a Smile - Episode: Denzel, Fantasy,OVA,1,7.24,18795
2515,6151,Final Fantasy VII: On the Way to a Smile - Episode: Denzel, Super Power,OVA,1,7.24,18795
5362,3619,Nanako SOS,Comedy,TV,39,6.48,587
5362,3619,Nanako SOS, Parody,TV,39,6.48,587
5362,3619,Nanako SOS, Romance,TV,39,6.48,587
5362,3619,Nanako SOS, Super Power,TV,39,6.48,587
8479,20083,Doteraman,Comedy,TV,20,6.0,79
8479,20083,Doteraman, Sci-Fi,TV,20,6.0,79
9247,28035,Kitsune no Home Run Ou,Kids,Movie,1,4.16,94
9247,28035,Kitsune no Home Run Ou, Sports,Movie,1,4.16,94
3254,580,Kogepan,Comedy,TV,10,7.04,4436
6688,17733,Dibetagurashi: Ahiru no Seikatsu,Comedy,TV,39,5.99,586
6688,17733,Dibetagurashi: Ahiru no Seikatsu, Slice of Life,TV,39,5.99,586
1080,23251,Gugure! Kokkuri-san,Comedy,TV,12,7.69,87824
1080,23251,Gugure! Kokkuri-san, Shounen,TV,12,7.69,87824
1080,23251,Gugure! Kokkuri-san, Supernatural,TV,12,7.69,87824
9378,31673,Larva 2nd Season,Comedy,TV,34,7.05,92
11253,7178,Tony&#039;s Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection,Hentai,OVA,2,6.97,3550
8206,30093,Ball yo Doko e Yuku,Comedy,ONA,1,3.89,114
554,28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Action,TV,12,7.97,244314
554,28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri", Adventure,TV,12,7.97,244314
554,28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri", Fantasy,TV,12,7.97,244314
554,28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri", Military,TV,12,7.97,244314
495,30831,Kono Subarashii Sekai ni Shukufuku wo!,Adventure,TV,10,8.03,244877
495,30831,Kono Subarashii Sekai ni Shukufuku wo!, Comedy,TV,10,8.03,244877
495,30831,Kono Subarashii Sekai ni Shukufuku wo!, Fantasy,TV,10,8.03,244877
495,30831,Kono Subarashii Sekai ni Shukufuku wo!, Supernatural,TV,10,8.03,244877
1360,5713,Minami-ke Betsubara,Comedy,OVA,1,7.57,21534
1360,5713,Minami-ke Betsubara, Slice of Life,OVA,1,7.57,21534
623,2890,Gake no Ue no Ponyo,Adventure,Movie,1,7.93,140277
623,2890,Gake no Ue no Ponyo, Fantasy,Movie,1,7.93,140277
234,265,Hajime no Ippo: Mashiba vs. Kimura,Comedy,OVA,1,8.28,40623
234,265,Hajime no Ippo: Mashiba vs. Kimura, Shounen,OVA,1,8.28,40623
234,265,Hajime no Ippo: Mashiba vs. Kimura, Sports,OVA,1,8.28,40623
3526,5045,Kamen no Maid Guy OVA,Action,OVA,1,6.96,7074
3526,5045,Kamen no Maid Guy OVA, Comedy,OVA,1,6.96,7074
3526,5045,Kamen no Maid Guy OVA, Ecchi,OVA,1,6.96,7074
2760,33713,Seihou Bukyou Outlaw Star Specials,Action,Special,2,7.16,1509
2760,33713,Seihou Bukyou Outlaw Star Specials, Adventure,Special,2,7.16,1509
2760,33713,Seihou Bukyou Outlaw Star Specials, Comedy,Special,2,7.16,1509
2760,33713,Seihou Bukyou Outlaw Star Specials, Ecchi,Special,2,7.16,1509
2760,33713,Seihou Bukyou Outlaw Star Specials, Sci-Fi,Special,2,7.16,1509
5050,6119,Cookin&#039; Idol Ai! Mai! Main!,Comedy,TV,305,6.56,956
5050,6119,Cookin&#039; Idol Ai! Mai! Main!, Kids,TV,305,6.56,956
3957,7774,Shin Koihime†Musou OVA,Comedy,OVA,1,6.84,5382
3957,7774,Shin Koihime†Musou OVA, Ecchi,OVA,1,6.84,5382
3957,7774,Shin Koihime†Musou OVA, Fantasy,OVA,1,6.84,5382
9888,19879,Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!,Comedy,Movie,1,6.52,224
86,16498,Shingeki no Kyojin,Action,TV,25,8.54,896229
86,16498,Shingeki no Kyojin, Drama,TV,25,8.54,896229
86,16498,Shingeki no Kyojin, Fantasy,TV,25,8.54,896229
86,16498,Shingeki no Kyojin, Shounen,TV,25,8.54,896229
86,16498,Shingeki no Kyojin, Super Power,TV,25,8.54,896229
10382,21967,Sore Ike! Anpanman: Yousei Rinrin no Himitsu,Comedy,Movie,1,5.88,74
10382,21967,Sore Ike! Anpanman: Yousei Rinrin no Himitsu, Fantasy,Movie,1,5.88,74
10382,21967,Sore Ike! Anpanman: Yousei Rinrin no Himitsu, Kids,Movie,1,5.88,74
645,34036,Detective Conan: Episode One - Chiisaku Natta Meitantei,Adventure,Special,1,8.1,2493
645,34036,Detective Conan: Episode One - Chiisaku Natta Meitantei, Comedy,Special,1,8.1,2493
645,34036,Detective Conan: Episode One - Chiisaku Natta Meitantei, Mystery,Special,1,8.1,2493
645,34036,Detective Conan: Episode One - Chiisaku Natta Meitantei, Police,Special,1,8.1,2493
645,34036,Detective Conan: Episode One - Chiisaku Natta Meitantei, Shounen,Special,1,8.1,2493
7444,1075,Netrun-mon the Movie,Comedy,OVA,1,5.42,961
1573,6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,Action,Movie,1,7.5,83515
1573,6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono, Comedy,Movie,1,7.5,83515
1573,6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono, Martial Arts,Movie,1,7.5,83515
1573,6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono, Shounen,Movie,1,7.5,83515
1573,6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono, Super Power,Movie,1,7.5,83515
3220,1119,Pokemon: Celebi Toki wo Koeta Deai,Adventure,Movie,1,7.05,58359
3220,1119,Pokemon: Celebi Toki wo Koeta Deai, Comedy,Movie,1,7.05,58359
3220,1119,Pokemon: Celebi Toki wo Koeta Deai, Drama,Movie,1,7.05,58359
3220,1119,Pokemon: Celebi Toki wo Koeta Deai, Fantasy,Movie,1,7.05,58359
3220,1119,Pokemon: Celebi Toki wo Koeta Deai, Kids,Movie,1,7.05,58359
10387,33188,Sore Ike! Sabuibo Mask,Comedy,TV,8,3.0,101
10387,33188,Sore Ike! Sabuibo Mask, Slice of Life,TV,8,3.0,101
403,21855,Hanamonogatari,Comedy,TV,5,8.11,124886
403,21855,Hanamonogatari, Mystery,TV,5,8.11,124886
403,21855,Hanamonogatari, Supernatural,TV,5,8.11,124886
8836,18033,Hello Kitty no Yuubinya-san Arigatou,Fantasy,OVA,1,6.23,109
8836,18033,Hello Kitty no Yuubinya-san Arigatou, Kids,OVA,1,6.23,109
5019,819,Boku wa Imouto ni Koi wo Suru,Romance,OVA,1,6.57,26923
5019,819,Boku wa Imouto ni Koi wo Suru, Shoujo,OVA,1,6.57,26923
1427,32792,Mobile Suit Gundam Unicorn RE:0096,Action,TV,22,7.56,9767
1427,32792,Mobile Suit Gundam Unicorn RE:0096, Drama,TV,22,7.56,9767
1427,32792,Mobile Suit Gundam Unicorn RE:0096, Mecha,TV,22,7.56,9767
1427,32792,Mobile Suit Gundam Unicorn RE:0096, Military,TV,22,7.56,9767
1427,32792,Mobile Suit Gundam Unicorn RE:0096, Sci-Fi,TV,22,7.56,9767
1427,32792,Mobile Suit Gundam Unicorn RE:0096, Space,TV,22,7.56,9767
6298,34048,Seoul-yeok,Horror,Movie,1,6.18,405
6298,34048,Seoul-yeok, Thriller,Movie,1,6.18,405
11998,24743,Yakin Byoutou Specials,Hentai,OVA,2,5.76,608
1763,6153,Saint Seiya: Soushuuhen,Adventure,Special,1,7.45,4031
1763,6153,Saint Seiya: Soushuuhen, Fantasy,Special,1,7.45,4031
1763,6153,Saint Seiya: Soushuuhen, Sci-Fi,Special,1,7.45,4031
1763,6153,Saint Seiya: Soushuuhen, Shounen,Special,1,7.45,4031
9472,10135,Manga Hajimete Monogatari,Adventure,TV,305,6.36,169
9472,10135,Manga Hajimete Monogatari, Comedy,TV,305,6.36,169
9472,10135,Manga Hajimete Monogatari, Historical,TV,305,6.36,169
12112,5285,SeeIn AO,Hentai,OVA,2,5.52,487
5419,1883,Kappa no Kaikata,Comedy,TV,26,6.46,1209
5508,12967,Arcana Famiglia,Action,TV,12,6.43,106391
5508,12967,Arcana Famiglia, Harem,TV,12,6.43,106391
5508,12967,Arcana Famiglia, Romance,TV,12,6.43,106391
5508,12967,Arcana Famiglia, Shoujo,TV,12,6.43,106391
9519,25265,Megumi to Taiyou: Kajuu Gummi Tweet Love Story,Romance,Special,1,5.36,232
9519,25265,Megumi to Taiyou: Kajuu Gummi Tweet Love Story, Slice of Life,Special,1,5.36,232
9245,33858,Kissaten Soudou,Comedy,ONA,1,3.46,34
652,19489,Little Witch Academia: Mahoujikake no Parade,Adventure,Movie,1,7.92,53024
652,19489,Little Witch Academia: Mahoujikake no Parade, Comedy,Movie,1,7.92,53024
652,19489,Little Witch Academia: Mahoujikake no Parade, Fantasy,Movie,1,7.92,53024
652,19489,Little Witch Academia: Mahoujikake no Parade, Magic,Movie,1,7.92,53024
652,19489,Little Witch Academia: Mahoujikake no Parade, School,Movie,1,7.92,53024
455,33032,Drifters: Special Edition,Action,OVA,1,8.06,9807
455,33032,Drifters: Special Edition, Adventure,OVA,1,8.06,9807
455,33032,Drifters: Special Edition, Comedy,OVA,1,8.06,9807
455,33032,Drifters: Special Edition, Fantasy,OVA,1,8.06,9807
455,33032,Drifters: Special Edition, Historical,OVA,1,8.06,9807
455,33032,Drifters: Special Edition, Samurai,OVA,1,8.06,9807
455,33032,Drifters: Special Edition, Seinen,OVA,1,8.06,9807
1952,6380,Tetsuwan Birdy Decode: The Cipher,Action,OVA,1,7.4,12944
1952,6380,Tetsuwan Birdy Decode: The Cipher, Comedy,OVA,1,7.4,12944
1952,6380,Tetsuwan Birdy Decode: The Cipher, Sci-Fi,OVA,1,7.4,12944
8842,22441,Hello Kitty: Ringo no Mori to Parallel Town,Comedy,TV,27,6.38,115
8842,22441,Hello Kitty: Ringo no Mori to Parallel Town, Fantasy,TV,27,6.38,115
8842,22441,Hello Kitty: Ringo no Mori to Parallel Town, Kids,TV,27,6.38,115
195,1033,Sennen Joyuu,Action,Movie,1,8.34,58492
195,1033,Sennen Joyuu, Adventure,Movie,1,8.34,58492
195,1033,Sennen Joyuu, Drama,Movie,1,8.34,58492
195,1033,Sennen Joyuu, Fantasy,Movie,1,8.34,58492
195,1033,Sennen Joyuu, Historical,Movie,1,8.34,58492
195,1033,Sennen Joyuu, Romance,Movie,1,8.34,58492
3937,723,Candy Candy (Movie),Drama,Movie,1,6.84,2110
3937,723,Candy Candy (Movie), Shoujo,Movie,1,6.84,2110
3937,723,Candy Candy (Movie), Slice of Life,Movie,1,6.84,2110
7946,7027,Manga,Comedy,Movie,1,4.52,492
8232,8521,Biriken Nandemo Shoukai,Comedy,TV,22,4.77,96
8232,8521,Biriken Nandemo Shoukai, Kids,TV,22,4.77,96
2346,352,Motto! Ojamajo Doremi,Comedy,TV,50,7.29,8760
2346,352,Motto! Ojamajo Doremi, Fantasy,TV,50,7.29,8760
2346,352,Motto! Ojamajo Doremi, Magic,TV,50,7.29,8760
2346,352,Motto! Ojamajo Doremi, Shoujo,TV,50,7.29,8760
11237,30898,Tsunpri,Hentai,OVA,1,7.02,2362
2020,152,Solty Rei,Action,TV,24,7.38,17943
2020,152,Solty Rei, Sci-Fi,TV,24,7.38,17943
2020,152,Solty Rei, Super Power,TV,24,7.38,17943
8155,34249,Aqua Kids,Adventure,TV,26,6.5,24
8155,34249,Aqua Kids, Kids,TV,26,6.5,24
8387,32944,CoCO &amp; NiCO,Comedy,TV,39,4.53,318
8387,32944,CoCO &amp; NiCO, Kids,TV,39,4.53,318
2636,19877,Battle Spirits: Sword Eyes Gekitouden,Shounen,TV,21,7.21,570
11685,1558,Yarima Queen,Comedy,OVA,1,6.26,2153
11685,1558,Yarima Queen, Demons,OVA,1,6.26,2153
11685,1558,Yarima Queen, Fantasy,OVA,1,6.26,2153
11685,1558,Yarima Queen, Hentai,OVA,1,6.26,2153
11685,1558,Yarima Queen, Magic,OVA,1,6.26,2153
11685,1558,Yarima Queen, Parody,OVA,1,6.26,2153
9240,31071,"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou",Comedy,TV,5,4.14,234
11569,24273,Iinari! Saimin Kanojo,Hentai,OVA,2,6.41,2867
8226,3909,Bikkuriman,Comedy,TV,75,6.68,250
8226,3909,Bikkuriman, Fantasy,TV,75,6.68,250
10142,33860,Saru Kani Gassen (Yokoku),Historical,ONA,1,2.84,38
8316,17893,Cheonbangjichuk Hani,Comedy,TV,13,6.78,149
8316,17893,Cheonbangjichuk Hani, Drama,TV,13,6.78,149
